College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Annammal College Of Nursing Kuzhithurai, Kanchipuram","","Kanchipuram, Tamil Nadu","INC","₹45 K / yr B.Sc (Nursing) - a...",,
"College of Nursing, Nirmala Medical Centre, Muvattupuzha","","Muvattupuzha, Kerala","INC, KNMC","₹70 K / yr B.Sc (Nursing) - a...",,
"Little Flower Institute of Medical Science & Research Centre - [LIMSAR] Angamaly, Ernakulam","","Ernakulam, Kerala","MCI","₹30.2 K / yr Bachelor of Physio...",,""
"PGP College Of Pharmaceutical Science And Research Institute, Namakkal","","Namakkal, Tamil Nadu","AICTE","-- B.Sc",,
"Ganga Institute of Health Sciences, Coimbatore","","Coimbatore, Tamil Nadu","INC","₹30 K / yr B.Sc (Nursing) - a...",,""
"Meenakshi Mission Hospital & Research Center - [MMH], Madurai","","Madurai, Tamil Nadu","INC, MCI","-- B.Sc (Medicine)",,""
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur","","Hoshiarpur, Punjab","NCTE, PCI, INC, BCI, AICTE","₹40.3 K / yr B.Sc (Nursing) - a...",,""
"GEM Hospital and Research Centre, Coimbatore","","Coimbatore, Tamil Nadu","","-- Diplomate National...",,""
"Meenakshi Ramasamy Arts and Science College, Udayarpalayam","","Udayarpalayam, Tamil Nadu","AICTE","-- UG Diploma in Medi...",,
"Annapoorana Medical College & Hospitals - [AMCH], Salem","","Salem, Tamil Nadu","MCI","₹2.6 L / yr MBBS - avg fee",,
"Apollo College of Nursing - [ACN], Chennai","","Chennai, Tamil Nadu","INC","₹45 K / yr B.Sc (Nursing) - a...",,""
"PPG College of Nursing, Saravanampatti, Coimbatore","","Coimbatore, Tamil Nadu","INC","₹45 K / yr M.Sc (Nursing) - a...",,
"Cherraan's College of Physiotherapy, Coimbatore","","Coimbatore, Tamil Nadu","INC","₹28 K / yr Bachelor of Physio...",,""
"P.P.G. College Of Physiotherapy, Saravanampatti, Coimbatore","","Coimbatore, Tamil Nadu","INC","₹24.9 K / yr Bachelor of Physio...",,""
"Christian College Of Nursing, Dindigul","","Dindigul, Tamil Nadu","INC","-- UG Diploma in Medi...",,
"Ayurvedha College Sulur, Coimbatore","","Coimbatore, Tamil Nadu","CCIM","₹81.8 K / yr BAMS - avg fee",,
"KMCH College of Occupational Therapy, Coimbatore","","Coimbatore, Tamil Nadu","","₹28 K / yr B.Sc (Medicine) - ...",,""
"Dr. K. M. Cherian Heart Foundation, Chennai","","Chennai, Tamil Nadu","","-- Diplomate National...",,""
"White Memorial Educational Society, College Of Physiotherapy, Chennai","","Chennai, Tamil Nadu","","₹28 K / yr Bachelor of Physio...",,""
"White Memorial Educational, College Of Physiotherapy, Attoor","","Attoor, Tamil Nadu","","₹28 K / yr Bachelor of Physio...",,""
"Devendrar College Of Physiotherapy, Tirunelveli","","Tirunelveli, Tamil Nadu","","-- Bachelor of Physio...",,
"National Institute for Empowerment of Persons with Multiple Disabilities - [NIEPMD], Chennai","","Chennai, Tamil Nadu","NCTE, NAAC","₹20.3 K / yr PG Diploma in Medi...",,""
"Dhanalakshmi Srinivasan College Nursing , Perambalur","","Perambalur, Tamil Nadu","","₹60 K / yr B.Sc (Nursing) - a...",,""
"Revathi College Of Nursing, Tiruppur","","Tiruppur, Tamil Nadu","INC","₹30 K / yr B.Sc - avg fee",,""
"Karpaga Vinayaga College of Nursing - [KVCN], Maduranthakam","","Maduranthakam, Tamil Nadu","INC","₹30 K / yr B.Sc (Nursing) - a...",,
"Dhanalakshmi Srinivasan Medical College And Hospital, Perambalur","","Perambalur, Tamil Nadu","","₹1.75 L / yr MBBS - avg fee",,
"Pasteur Institute Of India, Coonoor","","Coonoor, Tamil Nadu","","-- MD",,
"Dhanvantri College Of Nursing, Namakkal","","Namakkal, Tamil Nadu","","₹35 K / yr B.Sc (Nursing) - a...",,
"Sri S.Ramasamy Naidu memorial College - [SRNMC], Sattur","","Sattur, Tamil Nadu","UGC, NAAC-A","-- UG Diploma in Medi...",,
"Doctor's College Of Nursing, Pudukkottai","","Pudukkottai, Tamil Nadu","","-- Diploma in Medical",,
"Sacred Heart Nursing College, Madurai","","Madurai, Tamil Nadu","INC","₹30 K / yr B.Sc (Nursing) - a...",,
"Sacred Heart College (Autonomous) - [SHC], Tiruppattur","","Tiruppattur, Tamil Nadu","NAAC-A","-- PG Diploma in Medi...",,""
"Sakthi College Of Nursing, Karur","","Karur, Tamil Nadu","INC","₹21 K / yr Diploma in Medical...",,
"Government Sivagangai Medical College and Hospital, Sivaganga","","Sivaganga, Tamil Nadu","MCI","₹12 K / yr MBBS - avg fee",,""
"Government Unani Medical College, Chennai","","Chennai, Tamil Nadu","MCI","₹10 K / yr UG Diploma in Medi...",,
"Government Villupuram Medical College and Hospital, Villupuram","","Villupuram, Tamil Nadu","MCI","₹12 K / yr MBBS - avg fee",,
"Grace College of Nursing, Kanyakumari","","Kanyakumari, Tamil Nadu","INC","₹28 K / yr B.Sc (Nursing) - a...",,
"Sarada Krishna Homoeopathy Medical College Kulasekharam, Kanchipuram","","Kanchipuram, Tamil Nadu","CCH","₹31.1 K / yr BHMS - avg fee",,""
"Preethi Hospital Madurai, Madurai","","Madurai, Tamil Nadu","","₹1 L / yr UG Diploma in Medi...",,""
"Liberty Institute of Radiology and Paramedical Research Centre, Chennai","","Chennai, Tamil Nadu","MCI","₹35 K / yr B.Sc - avg fee",,
"Nichi-In Centre For Regenerative Medicine Nungambakkam - [NCRM], Chennai","","Chennai, Tamil Nadu","INC","₹1.92 L / yr M.Sc (Medicine) - ...",,

